Airline Name,Overall_Rating,Review_Title,Review,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,departure,destination,in_usa,destination_country,destination_in_USA,flight_type
Volaris,1,"""worst customer service""","Orlando to Guadalajara. Worst airline, worst customer service. They damaged my luggage and they said they are not responsible. They don’t care, they didn’t try to find a solution.",Family Leisure,Economy Class,7/1/2022,Very Dissatisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Orlando,Guadalajara,TRUE,Mexico,FALSE,International
Volaris,1,"""the absolute worst airline""",This was the absolute worst airline I have ever encountered. My son flew to El Salvador with our House Keeper to do charity work and they Lost or Stole his luggage. It never arrived at the airport. Volaris had no crew at baggage claim to assist him. We tried to do a Chat/Facebook and Email communication to get anyone to help us figure out how to help him find his luggage which had his medications and all his necessities as well as submitted a claim through the website. They had no phone numbers that led you to any individual humans. Absolutely no response to anything. My husband went to LAX to try and talk to a Volaris representative. He was there for over three hours trying to get anyone to assist him. The crew basically gave him the run around and never provided anyone to speak with. So now my 16 year old son is in El Salvador without any of his belongings. Had I knowns how awful this airline was I would for sure have paid whatever the extra cost was in flying with a reputable airline.,Family Leisure,Economy Class,7/1/2022,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Los Angeles,San Salvador,TRUE,El Salvador,FALSE,International
Volaris,1,"""Worst airline in history""","Worst airline in history. Missed my connecting flight due to a delay (which was their fault, not due to traffic or weather), and was redirected 7 times before reaching an agent to reschedule the flight. The “best” they could offer me was a flight 18 hours later with no compensation of any kind (keep in mind I just finished the first flight, so I’m in a foreign city with no hotel reservation or anything). I suggested scheduling another connection that would take 12 hours less and they denied the request due to a “rule”, which when I asked for clarification they refused to provide any. Also, since it was an international flight and I wasn’t allowed to check in my bag until 4 hours before departure, I had to carry all my bags around with me for those 18 hours after an exhausting 6 hr flight in a random airport. Do yourself a favor and never fly Volaris if you wish to stay sane.",Solo Leisure,Economy Class,7/1/2022,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,New York,Hermosillo,TRUE,Mexico,FALSE,International
Volaris,1,"""Volaris refuse to refund us""",Horrible company. Our flights were for our honeymoon Jun 3nd to 6th they changed them 2 days before to the 2nd (the day of our wedding) and had no flights to change. We requested to cancle the flights (we paid for insurance for that) they canceled them but the insurance and Volaris refuse to refund us and I spent 9 hours on the phone with them transferring me back and forth and both saying it's the others job to refund. So here we are a month later $810.00 unrefunded.,Couple Leisure,Economy Class,6/1/2022,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Denver,Cancun,TRUE,Mexico,FALSE,International
Volaris,1,"""we still didn't get non-stop flights""","If you are a planner, in the sense that you want to know your departing date, arrival date, departure date and arrival date, do not fly Volaris. I originally had my ideal flights of nonstop departures and arrivals and they arbitrarily changed both of them on me. There is very limited communication you have to do with them, WhatsApp chat or a Facebook chat. If you use the whatssap or Facebook chat know it will take you at least 2 days to get what you need. They respond every 4 hours to your messages so be sure to put all the info into your messages every time you respond. I got a message in Spanish after 4 hours and it took me another 4 to get an English person on Chat. It will take you a day to resolve their arbitrary flight change they  imposed on you. We only  booked this way because of the the non-stop flights, but after all said and done, we still didn't get non-stop flights.  They do not issue refunds or any sort of reasonable compensation and zero recourse since they are not USA compliant.",Family Leisure,Economy Class,3/1/2022,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,San Diego,Cancun,TRUE,Mexico,FALSE,International
Volaris,1,"""this is how our system works""","My friends bought flights to come visit me. Volaris boasts of having cheaper flights but you have to pay for your seat and either have to pay for an upgraded ticket if you want baggage OR pay for your carrying on and checked baggage. If you have to cancel your flight (due to COVID for instance, which is what happened to my friends), they only give you vouchers for the flight costs (not seat, not baggage, not taxes, so you lose all that money). If you bought a round trip, they split the money you paid into one voucher for your flight to the location and one voucher for your flight back from the location so that they are equal amounts. When you go to buy your new flights (that you have to purchase within 90 days), you have to buy the flight there separately from the flight back. This means that if your flight there is more expensive than your voucher, you have to pay the difference (so my friends have to pay over 100$ extra each for a family of three for their flight to Mexico). If your flight back is cheaper than your voucher, you lose all of that money (which for my friends is more than 100$). So they are losing over $300 more in addition to their seat and baggage and having to pay over $300 dollars more! When you call to talk to the people they basically say ""this is how our system works."" When you ask for a higher up they take your number.",Family Leisure,Economy Class,12/1/2021,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Chicago,Mexico City,TRUE,Mexico,FALSE,International
Volaris,1,"""turned away because we were late""","Leaving from Chicago O’Hare was not a problem. The problem was when he landed in Mexico City we lost a lot of time waiting on our luggage and then had to open all of baggage with security. Then had to run across to check in our baggage for our connecting flight only to get turned away because we were late and Volaris didn’t want to do anything for us. Never want to use Volaris again, doesn’t want to help it’s customers at all and would not give me a refund or at least a credit.",Family Leisure,Economy Class,3/1/2022,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Chicago,Juarez,TRUE,Mexico,FALSE,International
Volaris,1,"""no internet connection the whole trip""","I was a solo traveler 2 luggage I was charged $ 74.00 for the one I carried.  We fly with no internet connection the whole trip. Second stop Guatemala we get off off the plane with no clue where to go for custom search. Finally after luggage inspection they into 3 different lines I was chosen to be search in a close room and questioned. I am a67 years old male with a 43 years USA residency never have any single issues with authorities, finally they let me go same thing happened with several other passengers.",Solo Leisure,Economy Class,2/1/2022,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,San Jose,Los Angeles,TRUE,United States,TRUE,Domestic
Volaris,1,"""customer service is basically non-existent""","Volaris initially sold me on their flights due to their promise of ""lower"" prices. I even paid to upgrade my seats to the front of the plane and was excited to get a decent deal during a holiday. Upon my initial check in at the airport, the problems began. Volaris told me I had two sets of tickets, which I was unaware of (as I only received one email with one receipt!) I told them I only wanted one flight and the assistant said she would take care of it. She apparently did and we boarded the plane and vacationed. Upon our attempt to return, we were told there was no flight for us, as our tickets had been cancelled! Upon further review, it was found by a Volaris agent, that the prior assistant had cancelled the flight I had the paperwork on, and had left the other flight open. The issue is, the return flight was on different date that was a week prior to our scheduled return date, and which we knew nothing about! The agents in Guadalajara would not budge and since we have responsibilities, we had to get home and had to buy a subsequent return ticket. The agent assured us that the other ticket for a ""missed flight"" would be refunded by contacting customer service after we returned. Volaris customer service is basically non-existent and not of service. You can never get a live person on a phone line, unless you're buying a ticket. I used the email link, to which Volaris states will be responded to ""within 2 days"" - I've written three emails, each a week apart--and I have had no response! I sent a Messenger message and have gotten no response except an animated, antiquated number system sending me in a loop. I finally got a horrible response on Whatsapp that told me it was too late to request a refund, since I had ""accepted"" the initial flight and had ""missed"" the return flight. I should state here, that the return flight we repaid for, was not full, either! So here I sit with Volaris claiming there's nothing they can do---for their mistakes, which as cost me twice what I was originally paying! Thus, my flight has ended up costing me far more than any other airline would've in the first place. It's a scam! Volaris doesn't have low fares. They're there to cheat you out of your money and your flights. We were not the only ones this had happened to on our days of travel and several people's planes had left them as they decided to take off ""early"" without warning.",Couple Leisure,Economy Class,12/1/2021,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Phoenix,Guadalajara,TRUE,Mexico,FALSE,International
Volaris,1,"""Never got to the plane""","Never got to the plane, arrive at the airport 1:45 minutes before departure and there was no one at the front desk to help me. I know I was right on time but if there was some one actually at the front desk I could have made my flight. Hard to get hold of them on the phone. Poor customer services.",Family Leisure,Economy Class,1/1/2022,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,San Salvador,TRUE,El Salvador,FALSE,International
WOW air,1,"""will never fly WOW air again""","Detroit to London via Keflavik. Absolutely awful.  Cancels flights, delayed flights, atrocious customer service. Every single thing about this experience was awful. I will never fly WOW air again.",Family Leisure,Economy Class,3/1/2019,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Detroit,London,TRUE,United Kingdom,FALSE,International
WOW air,1,"""Worst airline ever""","Worst airline ever. DO NOT use this airline. It's not worth the reduced airfare at all. When we arrived at the airport for departure we were told we'd have to pay extra to sit together, that cost $88.00. Then we were charged $70 baggage, on top of the $140 we had already paid for baggage. On the return flight, they charged us $120 for carry-on's that were not charged on the departure flight, these carry-ons were a backpack and a purse. How can a backpack and a purse not be considered a free carry-on? There was no sizer or weight scale on the return trip, the ticket agent was just plain rude and said if we didn't pay for the carry-on's we could leave them in the airport! Tried dealing with customer service when we returned home for a refund of this nonsensical carry-on charge and it's just dealing with one incompetent after another. They did no investigation, just said whatever their ticket agents say, goes. Another issue that we witnessed on the flight home was that of another customer. In mid air a rude flight attendant grabbed a woman's coat from the overhead so harshly that she ripped the woman's coat, leaving a large tear. The flight attendant was not apologetic and when the customer simply stated all she wanted was an apology the flight attendant began yelling at her. Absolutely ridiculous treatment of a customer. Please save yourself the hassle, don't fly this airline.",Couple Leisure,Economy Class,3/1/2019,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Boston,Berlin,TRUE,Germany,FALSE,International
WOW air,1,"""fly a more reliable airline""","We had booked the Wowair stopover Detroit to Barcelona via Keflavik and just shy of 2 weeks prior to our vacation (family of 5), we received a text and email from Wowair saying they had cancelled our BCN stopover. Because we had already scheduled time off work and school and hotels, cars, meeting others in Barcelona, we were forced to buy connections on Air France. WOW said they could get us as Paris so we had to purchase 5 round air tickets from CDG to BCN, lost 2 days of our vacation, lost a night in a hotel in BCN, had to pay for a hotel at CDG, spent almost 2 full days dealing with connections, layovers (extra costs for food, car etc) Then several days before our DTW to KEF flight, WOW air changed our airplane and scattered us all over the airplane (kids in middle seats in back etc). We were one of the first to book on the flight (Was empty at time) and had paid to purchase upgraded seats together/seats together. Wow did not honor seat assignments. spent close to 2 days on phone / email / twitter support with Wowair and AirFrance and hotels/car rental scheduling, rescheduling, getting seat assignments, seeking compensation. Wow cites an EU regulation that if cancel 2 weeks before, will offer no compensation; they slipped in just before 2 week window with cancelled flights. The staff was very nice but the company is just horrible. We were out approximately $2000 all in and no compensation or accommodation from company. Very sad because this was a long planned family trip that we had saved for and planned for a long time. The day we were flying, the company was offering ""free flights to people with the last name Valentine"". Very gimmicky and not taking care of their paying customers. Lastly, truly the most uncomfortable flight we have ever been on. It is a discount airline but so this is to be expected (though not at all discount when they screw you and cancel your flight). The economy / no upgrade seats are the most uncomfortable you could imagine, people were very miserable. Many families, could not move around at all. The first three rows were very large, like the people could do a pike/legs straight out. Makes no sense to give the upgraded seats too much room while the other 30 rows really suffered. The flights were packed and a lot of unhappy people. They charge for even water so the by the time you pay for water, food, definitely consider an upgrade, charges for luggage and if you are really unlucky - cancellation fees - you could fly first class with a reputable airline. Iceland is lovely but fly Delta or United or partners or anyone but Wowair. I read many many complaints on the internet etc. that they did this same behavior to many many other people. Company really does not deserve your hard earned vacation dollars. I would urge you to fly a more reliable airline.",Family Leisure,Premium Economy,2/1/2019,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Detroit,Barcelona,TRUE,Spain,FALSE,International
WOW air,1,"""I hope they go bankrupt""","Boston to Keflavik. If they had zeros, I’d give it to them. I don’t care how cheap it is, it was NOT worth the pain and suffering my mom and I went through on their airline. Our flight was completely cancelled by WOW Air 3 weeks before our trip. They offered to fy us out of Boston but offered no compensation and we still paid the same price as we would’ve if we left from LA. Their costumer service is horrible! They block emergency exits with their food cart and even sat a 10 year old in the exit row. Unbelievable! I hope they go bankrupt so no one has to make a mistake and travel with this disgusting excuse for an airline!",Solo Leisure,Economy Class,2/1/2019,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Boston,Keflavik,TRUE,Iceland,FALSE,International
WOW air,1,"""you will waste time and money in the end""","My husband and I booked our flights months in advance because they were such a great price. Leaving from Pittsburgh, the flights were only 299 USD with cancellation protection. It is a month before we are scheduled to leave and WOW air cancels both our leaving and returning flights. Most airlines that I fly with offer you a lateral alternative so that some indemnity is given to the customer. Not in this case. WOW air only presents customers with two offers: to cancel for a full refund or to cancel and receive a gift certificate worth the cost of your trip and an additional 25%. Although this seems like a nice offer, the tickets to fly out of Boston or New York (as they have cancelled all of the flights from Pittsburgh) are twice the price of what we originally paid. I think WOW air is betting on the fact that customers will have made reservations and would be hesitant to cancel. What a racket. My best advice would be to never book with this company as you will waste time and money in the end. I made some non-refundable accommodations that will now go to waste but in my mind its better than playing into WOW air's deceitful marketing strategy.",Couple Leisure,Economy Class,2/1/2019,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Pittsburgh,Reykjavík,TRUE,Iceland,FALSE,International
WOW air,1,"""disputing the amount I paid""","Los Angeles to Keflavik. I purchased a flight in May of 2018 for a flight in March 2019, I have been checking periodically to see if the seats are filling up. I purchased through a third party vendor and apparently it is only for the economy fare, so no luggage or seats. So I have been watching to see if I need to purchase them early. I haven't been able to see the seats since November, so in February I emailed customer service to ask why. They told me because my flight was cancelled. I guess they do not fly out of Los Angeles anymore, much to my surprise because my flight is in 3 weeks. No one ever emailed me or called me to notify me, I would have been at the airport and had a big surprise. Now I am trying to get a refund and they are disputing the amount I paid, they do not want to pay me approx $300, even though I have sent over screen shots of my credit card showing I paid a total of $1300. It is ridiculous.",Family Leisure,Economy Class,2/1/2019,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,Keflavik,TRUE,Iceland,FALSE,International
WOW air,1,"""I give them a poor rating""","We were scheduled to fly from Newark to Reykjavík and then from there to Dublin on WOW Air. As many know this company is low budget and a cheap way to get to Iceland and some major cities in Europe. We paid for upgrades seats so we weren’t cramped and also got the fare that included a carry on and a checked bag. While we were in the front of the plane if you don’t buy priority boarding passes it’s basically a free for all to board. At that point we sat on the plane and waited for two hours until they tried to figure out what was wrong with a “sensor” on the plane. They deplaned us after two hours. We sat in the terminal for another hour. After that. We waited and it was becoming clearer that we would not make our connecting flight to Dublin. No one on the ground knew the results and what would happen when we got to Iceland and with limited flights out of that airport the choice was do we wait out WOW or get on another flight in Newark on another airline at our cost. So ultimately WOW canceled our flight. As I was on the phone waiting on the phone I got a flight on Aer Lingus direct to Dublin and since WOW canceled our first flight they gave me the option. To cancel the whole round trip flight for my whole family. Which I did. They also said that they would credit me the money for our hotel to stay in Newark for a flight the next day. So I have to submit that claim later today. While I am paying more for my flight to Dublin now I’m not out the money to WOW as I have an e-mail confirmation of the flight cancellation and refund amount. So if they try to not refund me I can dispute the charges to my card. Some other notes the customer service people on the 800 number knew the flight was canceled before the people at the checkin desk. They also sorted me on to another plane 2 days later which would have really screwed me up for the trip. The day delay was not a super big deal. Also with limited options to Iceland I’d be careful booking tours in Iceland before you arrive. Folks were flying to Iceland and had these expensive tours booked and they were going to be out tons of money. While ultimately WOW made it right and I’ll get my money back I would not recommend them at all. However, with limited choices to Iceland if you must fly them to get there wait or give yourself an extra 24 hours before booking those expensive tours that might not refund you the money if you don’t get there. If you are just stopping over and connecting in Iceland to another destination with WOW Air pay more and get on one of the larger carriers. They have larger fleets to add flights and put you on other planes. The person at the WOW desk also was very clear that they have no relationships with other airlines. They won’t be able to get you on another flight out of your airport unless it’s a WOW flight. Unlike say Aer Lingus who has a relationship with Air Canada, etc. For all this I give them a poor rating.",Family Leisure,Economy Class,2/1/2019,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Newark,Dublin,TRUE,Ireland,FALSE,International
WOW air,2,"""Do not use this airline""","Newark to Dublin via Reykjavik. They hook you with cheap fare. Average size carry on luggage 70USD each way.  No free meals, no screens but they will charge you for use of a tablet. No free tea or coffee. $3.25 per cup. If you think that purchasing a ticket will save you money you are wrong. Everybody complained about the cost of a bag ($150 round trip). Never before have I traveled with people who were openly critical of the airline before take off. Seats were not comfortable. We ate nothing, drank nothing, watched nothing, listened to nothing, no internet. Be prepared to pay far more than expected. Do not use this airline.",Solo Leisure,Economy Class,2/1/2019,Dissatisfied,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Newark,Dublin,TRUE,Ireland,FALSE,International
WOW air,3,"""awful check in process""","Baltimore to Keflavik. Absolute awful check in process. Only had one check in agent to check in over 50 people. If you do book, you must give yourselves two hours just to check in. The customer service at the check in desk was awful and unhelpful, in no rush to accommodate passengers.",Solo Leisure,Economy Class,2/1/2019,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Baltimore,Keflavik,TRUE,Iceland,FALSE,International
WOW air,1,"""our flight got cancelled""","Orlando to Amsterdam via Reykjavik. Like many people here, we booked several months in advanced and our flight got cancelled few weeks before departure. Without any reason. Wow Air offered an alternative; flying two weeks later or fly from New York rather than Orlando. Both weren't realistic and the customer services agent agreed. We had our hotels, rental car, events, etc. already booked. Since it was in the beginning of January, it cost us an additional 600 euro to fly home with another airline. Hours later than we originally planned.",Couple Leisure,Economy Class,1/1/2019,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Orlando,Amsterdam,TRUE,Netherlands,FALSE,International
WOW air,1,"""license to be rude""",Boston to Keflavik. Horrible airline! Really WOW - wow the worst ever! Their personal act like they’ve got license to be rude. First and last time I’m flying Wow Air. For the international flight they charged me $70 for a small carry-on!,Solo Leisure,Economy Class,1/1/2019,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Boston,Keflavik,TRUE,Iceland,FALSE,International
WOW air,4,"""licence to be rude""","Baltimore to Reykjavik. WOW has the worst customer service ever seen. This goes across the board from ground agents to the flight attendants. Our flight crew was terrible from Baltimore to Reykjavik. When we board the plane no one was greeting the passengers. During the flight upsell stuff was the only goal of the crew. They barely answered simple questions and when they answered they were plain rude. In Reykjavik during my return the ground crew were so rude I really could not believe it. I understand the company rules and being a discounted airline, but I cannot accept people being rude to a paying customer. Being discounted airline seems like gave these people licence to be rude. Take it or leave it is the attitude! Pay more fly respectfully.",Family Leisure,Economy Class,1/1/2019,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Baltimore,Reykjavik,TRUE,Iceland,FALSE,International
WOW air,1,"""Airline is a complete shambles""",Boston to Dublin via Keflavik. Airline is a complete shambles. Sold me a $50 seat after loads of emails they refused £30.99 tho it cost me £42.15. Apparently this is not their problem. I’d recommend paying extra to fly with a respectable airline.,Solo Leisure,Economy Class,1/1/2019,Very Dissatisfied,Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Boston,Dublin,TRUE,Ireland,FALSE,International
WOW air,2,"""Very disappointing airline""","San Francisco to Delhi via Reykjavik. Very disappointing airline. They nickel and dime you for everything. Checked in Baggage: $175. Carry-on bag: $75. Water on flight: $3. Snacks: $5-8. Meals: $12-18. Cocktails: $8-12. In flight movies: None. In flight WiFi: None In my attempt to find the best fare from SF to Delhi and back, I found a fare of $1200 via Kiwi.com. But get this. I had to change my flight dates after booking, and Kiwi.com charged me $400 for that. Plus all these charges by Wow, and a ridiculously winding itinerary, my trip has now cost me $2400. Such a lousy experience. A big rip-off. WowAir and Kiwi.com - 2 thumbs down!",Family Leisure,Economy Class,1/1/2019,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,San Francisco,Delhi,TRUE,India,FALSE,International
WOW air,4,"""a horrible first impression""","On December 29th 2018 a friend and I were flying from Newark to Keflavík. We didn't hear the calls to board and lost track of time while we were eating, we admit fault to this. When we realized our flight was boarding, we ran to the gate. They representatives at the gate were the nastiest I've ever seen. They were talking to us like we were stupid for an honest mistake. They were making us feel so bad, telling us how everyone was waiting for us (which clearly we felt bad about enough) and how selfish we were, even threatening to not let us get on the flight when I snapped back at one of them. First of all, we knew we messed up. But as a customer service representative, it isn't your job to scold us like we're children. It was a horrible first impression of the airline.",Couple Leisure,Economy Class,12/1/2018,Neutral,Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Newark,Keflavík,TRUE,Iceland,FALSE,International
WOW air,2,"""Do not fly with this airline""","Baltimore to Paris via Keflavik. Do not fly with this airline! They categorically refuse to honor claims, even when the delay (and mine ended up being 30 hours, because of the infrequency of their flights!) is due to their maintenance issue. Not to mention by the time they finish nickle-and-diming you, you could have flown in comfort with amenities on a ""regular"" airline. Shudder. Terrible experience. I'm not giving a ""0"" because I did, after all, arrive safely.",Solo Leisure,Economy Class,10/1/2018,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Baltimore,Paris,TRUE,France,FALSE,International
WOW air,2,"""I do not recommend WOW.""","This is my first time with WOW, when I saw the $500 fare I checked out reviews and thought it looked fine. I don’t mind no meal on a flight, not really a fan of airplane food anyway. I thought the connection seemed tight but it was what WOW advertised. So the flight out of Chicago was delayed. No reason was shared, no real info, it was just delayed by about 2 hours but the flight crew announced over the speaker on the plane. “They will hold your connections for you and we will make up time in the air”. Well that was a lie, don’t announce things that aren’t true. So once we got inside the airport multiple connecting flights were missed so there was a line 30-40 people long with 1 only, 1 WOW employee giving directions. Really WOW, you couldn’t do anything to assist all the passengers at that point? So after waiting 20-30 minutes in the line the lady tells me follow the arrivals signs and an agent will be waiting to direct you. Was there an agent, absolutely not. But I did find about 7 other passengers who were on the same connecting flight all wondering around lost wondering what was going on. We were able to piece together some info a few of us received different emails from WOW giving different info. By sharing with each other we realized we could book an airport hotel and they rebooked us on flights the next day. But not one of us had complete info and only by talking to each other could we piece this together. Finally after over an hour someone who worked at the airport, not WOW, got someone from WOW to speak to us and get a bus to take us to the hotel. We were told be ready for a bus to arrive by 3.30am in the morning to take us to the airport. Was there a bus nope, no bus. There were way more WOW stranded passengers at the hotel who arrived after us. The hotel called their shuttle service to come at 4am and take a huge bus full of all the passengers WOW stranded in Iceland and then again at the hotel. Huge thanks to Airport B&B. Now the rebooked flight is delayed, by how much who knows. Will we ever get to Berlin, who knows. Zero trust in WOW and not booking with them again, oh and that $500 fare ended up being $775 with seats and carry-on luggage. So if you care about getting to your destination in a timely manor and communication when things go wrong, I do not recommend WOW.",Solo Leisure,Premium Economy,12/1/2018,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Chicago,Berlin,TRUE,Germany,FALSE,International
WOW air,2,"""not honour seating selection""","Baltimore to Gatwick via Keflavik. Be aware, if you choose to book premium seating and change your flight, after paying the penalty fee for changing flights, WOW air will not honour your previous seating selection, even if it was prepaid on your previous booking.",Solo Leisure,Economy Class,12/1/2018,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Baltimore,Gatwick,TRUE,United Kingdom,FALSE,International
WOW air,1,"""very unpleasant experience""","Los Angeles to Berlin via Keflavik. I had a very unpleasant experience with WOW air. They first decided to change the aircraft type on the route from LAX to KEF which resulted in us having to land to refuel in Canada (+1 hour to a 9-hour flight). Then our prolonged flight got they delayed by another hour, and finally placed me into an aisle seat next to the lavatory in the very back of the cabin even though I paid for the reservation of a window seat in the first 10 rows. They also refused to refund me the seat selection price even though I effectively got placed to a random seat (which is their default free option). In addition to this, the ground staff and their call center specialists are rude and unhelpful and there is no entertainment of any sort even on the long-haul flights.",Solo Leisure,Economy Class,12/1/2018,Dissatisfied,Very Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Los Angeles,Berlin,TRUE,Germany,FALSE,International
WOW air,1,"""made the stupidest mistake""","Los Angeles to Copenhagen via Reykjavik. I’ve made the stupidest mistake of booking with Wow for the second time - first time I booked, made a mistake, called 1 minute later and even though i just wanted to change the flight to another wow air flight, I had to purchase an entirely new ticket. This time, I’m supposed to fly on the 20th December with a two hour layover in Reykjavik. I get a text 3 days before my flight saying that they’ve had unforeseen circumstances and that i’m going to fly on the 19th of December instead. This means that i will have 16 hours of layover instead. I can see that there is a flight from Reykjavik to Copenhagen on the 20th of December that would allow me fewer hours of layover but because my flight is from Lax to Copenhagen, with a layover in Reykjavik, they cant just change my second flight to reduce my layover. It is absolutely insane how inflexible the customer service for this airline is. Oh and you thought that i would get some type of compensation for this inconvenience? $0. Actually i have to pay for this mistake because i am missing an extra day of work.",Solo Leisure,Economy Class,12/1/2018,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,Copenhagen,TRUE,Denmark,FALSE,International
WOW air,9,"""much better than I expected""","Pittsburgh to Paris via Keflavik. The flight was much better than I expected. My original flight got cancelled, but I was given the chance to be reimbursed or to select another flight (this was about 2 ~ 3 weeks before the departure date), I chose to travel on a different date, and all was fine. The seats were ok, not smaller than usual now-a-days and also not uncomfortable. I was well aware that everything was paid for, so I brought food and water onboard, which is what I usually do anyway. I had a checked in suitcase, a carry-on backpack and a plastic bag for my snacks, I had no problem whatsoever with these. The flight to Paris was delayed by about half an hour, which they claimed was because we were to wait for passengers from another delayed flight. I can’t complain, I would have liked them to do this for me as well, if I were in their position. Overall, I think the airline is good. It is very cheap, and you get what you paid for. I understand many people complaining and I am sorry that they had such bad experiences, but to be fair, I’ve also experienced some terrible things from more expensive airlines as well.",Solo Leisure,Economy Class,12/1/2018,Satisfied,Very Satisfied,Neutral,Very Satisfied,Dissatisfied,Dissatisfied,Pittsburgh,Paris,TRUE,France,FALSE,International
WOW air,1,"""worst airline in the world""","Los Angeles to Frankfurt via Keflavik. This is the worst airline in the world. Plane was late 5 hrs. Give you 5$ for food at the airport for a 9hr flight. From five hours turned out to be one day in Reykjavik due to cancellation of the flight,no food or water provided. For hot water they wanted to charge me. After the one day delay, the next plane arrived 11hr late at the destination. I missed my flight. They said they can do nothing about it- ""sorry have a great flight"" . Had to spent another 300 Euro to buy ticket for the missed flight myself and find my own accommodation in Germany. After placing complaint online - automatic response. On the second flight to my destination from Reykjavik they charged me 70 euro. I have no CC so they told me I have to come up with exact cash, cause they dont have change. I had to run around the Airport to see if some place would give me change Otherwise I am not allowed on the plane. The lady who sold me the ticket, before me getting on the plane - asked me if I paid for the ticket. If you need anything you gotta call India - customer service cause WOW doesn't have headquarters anywhere not even in Iceland. When you call they tell you - I'm sorry we have to follow the rules you can place a complaint.",Solo Leisure,Economy Class,12/1/2018,Very Dissatisfied,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,Frankfurt,TRUE,Germany,FALSE,International
WOW air,1,"""fight to get my money back""",Chicago to Frankfurt via Keflavik. We have a big delay from more then 2 hours. I miss my connection flight to Frankfurt. Wow air not give us any food or even a water. The put us in an old hotel. No information and only “you can open a claim to us” in the service hotline. I spend more the 50$ only for phone calls to wow. Don’t book this airline.  I booked ana xxl seat and get downgrade to row 29 and must now fight with Wow air to get my money back.,Business,Economy Class,12/1/2018,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Chicago,Frankfurt,TRUE,Germany,FALSE,International
